Hombre,26,Bolivia,Santa Cruz de la Sierra,,,,,,,,,,,,,,,,,,4,0,0,2,Posgrado,En curso,Ingeniería en Software,Uagrm,"Sí, de forma particular",No,No,Technical Leader,"Linux, Windows Server",".NET, CSS, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap, jQuery, Node.js","Microsoft SQL Server, MySQL, PostgreSQL","Postman, TFS, Visual Studio Coded UI","Visual Studio, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,7000,6200,,3,4,Menos de un sueldo,Performance individual,No,0,0,En un trabajo anterior,Heterosexual,,,11-50,Producto basado en Software,8,8,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,27,Bolivia,Cochabamba,,,,,,,,,,,,,,,,,,5,1,1,6,Universitario,Completado,Ingeniería en Sistemas de Información,Universidad Mayor de San Simón ,"Sí, de forma particular",Sí,Sí,Developer,"Docker, Google Cloud Platform/App Engine, Kubernetes, Linux","CSS, HTML, Java, Javascript, SQL, TypeScript","Angular, Spring","Microsoft SQL Server, MySQL","Postman, SoapUI","IntelliJ, NetBeans, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),8700,7600,,2,3,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,,51-100,Servicios / Consultoría de Software / Digital,9,8,"Capacitaciones y/o cursos, Clases de idiomas, Viáticos",
Hombre,32,Bolivia,Santa Cruz de la Sierra,,,,,,,,,,,,,,,,,,10,9,3,6,Universitario,Incompleto,Ingeniería en Sistemas de Información,UPSA Universidad Privada de Santa Cruz de la Sierra,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Technical Leader,"Kubernetes, Linux, OpenShift, OpenStack, VMWare, Windows Server",".NET, Python",.NET Core,"Microsoft SQL Server, MySQL",Postman,"Visual Studio, Visual Studio Code",macOS,iOS,No,0,Porcentaje de mi sueldo,Full-Time,19000,16000,,4,4,3+ sueldos,Mix de las anteriores,No,0,0,Jamás,Heterosexual,,No,51-100,Servicios / Consultoría de Software / Digital,10,8,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Viáticos",
Hombre,36,Bolivia,Santa Cruz de la Sierra,,,,,,,,,,,,,,,,,,14,13,8,2,Posgrado,En curso,Ingeniería en Telecomunicaciones,Universidad Católica Boliviana,"Sí, los pagó un empleador",No,No,Project Manager,"Linux, OpenStack",Python,WordPress,Solid,Ninguna de las anteriores,Ninguno de los anteriores,Windows,Android,"Sí, activa",0,Porcentaje de mi sueldo,Full-Time,14000,12000,Mi sueldo está dolarizado,3,3,De uno a tres sueldos,Mix de las anteriores,No,0,0,Jamás,Heterosexual,,,1-10,Otras industrias,10,9,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",
Hombre,42,Bolivia,Santa Cruz de la Sierra,,,,,,,,,,,,,,,,,,15,4,4,2,Universitario,Completado,Ingeniería en Informática,UAGRM,No,No,No,HelpDesk,"Google Cloud Platform/App Engine, VMWare, Windows Server",Ninguno de los anteriores,WordPress,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,Ninguno de los anteriores,Windows,iOS,No,0,Neto,Full-Time,9000,8100,,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,11-50,Servicios / Consultoría de Software / Digital,8,8,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado",
Hombre,39,Bolivia,Tarija,,,,,,,,,,,,,,,,,,15,15,15,0,Posgrado,Completado,Ingeniería en Informática,UAJMS,"Sí, de forma particular",No,Sí,Developer,"Linux, Windows Server","CSS, Dart, Delphi, HTML, Java, Javascript, PHP, Python, SQL, TypeScript","Angular, Bootstrap, Flutter, jQuery, WordPress","MariaDB, Microsoft SQL Server, MySQL, PostgreSQL, SQLite",Ninguna de las anteriores,"Android Studio, Atom, Notepad++, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Freelance,5000,5000,,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,No,No,1-10,Servicios / Consultoría de Software / Digital,9,9,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles",Ninguna
Hombre,41,Chile,,Santiago,,,,,,,,,,,,,,,,,20,13,13,0,Universitario,Completado,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",No,No,Consultant,Windows Server,Ninguno,Ninguno,Microsoft SQL Server,Ninguna,Ninguno,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,1967856,1571362,,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,1-10,Servicios / Consultoría de Software / Digital,8,8,"Abono de celular, Horarios flexibles",
Hombre,25,Chile,,Santiago,,,,,,,,,,,,,,,,,1,0,0,0,Universitario,Completado,Ingeniería en Informática,UBA - Universidad de Buenos Aires,No,Sí,Sí,Developer,"Docker, Kubernetes, Linux, OpenStack","Bash/Shell, Java, Python, Ruby, SQL","Flask, Spring","Cassandra, ElasticSearch, MariaDB, MongoDB, MySQL, Oracle, PostgreSQL",Robot Framework,"IntelliJ, Vi",GNU/Linux,Android,No,0,Neto,Full-Time,2302000,2000000,,3,4,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,,11-50,Producto basado en Software,8,9,Horarios flexibles,
Hombre,41,Chile,,Santiago,,,,,,,,,,,,,,,,,15,8,8,0,Terciario,Completado,Telecomunicaciones,duoc,No,No,No,Networking,"Azure, Linux, VMWare, Windows Server",SQL,Ninguno,Microsoft SQL Server,Ninguna,Ninguno,Windows,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,2400000,2000000,,3,3,Menos de un sueldo,Performance de la compañía,Uno,1.5,7,Jamás,Heterosexual,,No,201-500,Otras industrias,8,8,"Abono de celular, Abono de Internet, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado",
Hombre,33,Chile,,Santiago,,,,,,,,,,,,,,,,,10,1,1,2,Universitario,Completado,Ingeniería en Informática,IUT Dr Federico Rivero Palacio,"Sí, de forma particular",No,Sí,SysAdmin / DevOps / SRE,"Amazon Web Services, Azure, Linux, Windows Server",Python,Ninguno,SQLite,Ninguna,Visual Studio Code,Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,1300000,1000000,,3,4,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,1-10,Servicios / Consultoría de Software / Digital,10,10,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,35,Chile,,Santiago,,,,,,,,,,,,,,,,,18,6,1,6,Terciario,Incompleto,Tecnicatura Superior en Análisis de Sistemas,ORT,No,Sí,Sí,VP / C-Level,"Amazon Web Services, Docker, Google Cloud Platform/App Engine, Kubernetes","Javascript, Ruby, TypeScript","Node.js, Rails","ElasticSearch, MySQL, PostgreSQL, Redis","Jest, RSpec","IntelliJ, Sublime Text, Visual Studio Code",macOS,Android,No,0,Bruto,Full-Time,4452743,3565918,,4,4,3+ sueldos,Mix de las anteriores,No,0,0,Jamás,Heterosexual,,,51-100,Producto basado en Software,10,10,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,38,Chile,,Santiago,,,,,,,,,,,,,,,,,10,4,4,0,Universitario,Incompleto,Licenciatura en Ciencias dela Computación,UNC - Universidad Nacional de Córdoba,"Sí, de forma particular",No,Sí,Developer,"Azure, Docker, Google Cloud Platform/App Engine, Linux","Bash/Shell, Go, Java, Javascript, Kotlin, Python","Angular, Node.js, React.js","MariaDB, MongoDB, MySQL, Redis",Jest,"IntelliJ, PyCharm, WebStorm",GNU/Linux,Android,No,0,Neto,Full-Time,2700000,2400000,,3,3,Un sueldo,Performance de la compañía,Uno,1,3,Jamás,Heterosexual,,,2001-5000,Otras industrias,9,8,"Abono de celular, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Licencia de paternidad/maternidad extendida",
Hombre,38,Chile,,Santiago,,,,,,,,,,,,,,,,,15,5,1,8,Universitario,Completado,Ingeniería en Informática,Udla,"Sí, de forma particular",No,Sí,Technical Leader,"Amazon Web Services, Linux, VMWare, Windows Server","Bash/Shell, Python, SQL","Laravel, WordPress","Amazon RDS/Aurora, MySQL",Ninguna de las anteriores,Vi,GNU/Linux,Android,No,0,Neto,Full-Time,3000000,2600000,,4,2,No,Performance individual,Uno,2,1,En un trabajo anterior,Heterosexual,,,501-1000,Otras industrias,8,10,"Abono de celular, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)","Acá está mala la cosa, es transversal"
Hombre,32,Chile,,Santiago,,,,,,,,,,,,,,,,,7,7,7,0,Universitario,Incompleto,Ingeniería en Informática,Duoc,No,No,Sí,HelpDesk,"Azure, IBM Cloud / Watson, VMWare, Windows Server","C#, Java",".NET Core, jQuery",Microsoft SQL Server,OpenQA,"Eclipse, Visual Studio",Windows,Android,No,0,Bruto,Full-Time,900000,685000,,3,3,Menos de un sueldo,Mix de las anteriores,No,0,1,Jamás,Heterosexual,Visual,No,201-500,Otras industrias,7,8,"Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,33,Chile,,Santiago,,,,,,,,,,,,,,,,,10,1,1,0,Universitario,Completado,Ingeniería en Sistemas de Información,,No,No,No,SysAdmin / DevOps / SRE,"Amazon Web Services, Linux","Java, Python",Spring,"MySQL, PostgreSQL",JUnit,Visual Studio Code,macOS,iOS,"Sí, activa",0,Neto,Full-Time,2000000,,,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,101-200,Otras industrias,8,8,Abono de Internet,
Mujer,45,Chile,,Santiago,,,,,,,,,,,,,,,,,20,3,3,2,Universitario,Completado,Ingeniería en Computación,USACH,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Data Scientist / Data Engineer,Google Cloud Platform/App Engine,"Python, R, SQL, VBA",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,"PyCharm, RStudio",Windows,Android,No,0,Neto,Full-Time,3800000,3000000,,4,4,Un sueldo,Mix de las anteriores,No,0,0,Jamás,Heterosexual,,,51-100,Otras industrias,10,10,Ninguna de las anteriores,
Hombre,43,Chile,,Santiago,,,,,,,,,,,,,,,,,18,3,3,0,Universitario,Completado,Analista Programador,DUOC UC,"Sí, los pagó un empleador",No,Sí,Developer,"Linux, Windows Server","CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, Laravel","MySQL, PostgreSQL",Ninguna de las anteriores,"NetBeans, Notepad++, PHPStorm, Visual Studio Code",Windows,Android,No,0,Bruto,Full-Time,1250000,1005000,,2,2,No,No recibo bono,Uno,1,1,En un trabajo anterior,Bisexual o queer,,No,101-200,Servicios / Consultoría de Software / Digital,7,8,Ninguna de las anteriores,...
Mujer,29,Chile,,Santiago,,,,,,,,,,,,,,,,,10,2,2,8,Universitario,Completado,Ingeniería en Informática,Universidad Tecnologica de Chile,"Sí, de forma particular",No,No,Scrum Master,Ninguna de las anteriores,"HTML, Java, Javascript, Ninguno de los anteriores",Ninguno de los anteriores,"Microsoft SQL Server, Oracle, PostgreSQL",Ninguna de las anteriores,Ninguno de los anteriores,macOS,Android,No,0,Neto,Full-Time,2141000,1829000,,3,3,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,No,11-50,Servicios / Consultoría de Software / Digital,10,10,Ninguna de las anteriores,
Hombre,27,Chile,,Santiago,,,,,,,,,,,,,,,,,3,2,0,0,Universitario,Incompleto,Ingeniería en Informática,IUT Dr. Federico Rivero Palacios- Venezuela,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Analista de infraestructura,"Azure, VMWare, Windows Server, Microsoft 365, Nutanix, CCNA ","HTML, SQL",Ninguno de los anteriores,"Microsoft SQL Server, MySQL, SQLite",Ninguna de las anteriores,Ninguno de los anteriores,Windows,Android,"Sí, pasiva",0.64,Porcentaje de mi sueldo,Full-Time,908000,735000,,3,4,Menos de un sueldo,Alimentación,No,0,0,En mi trabajo actual,Heterosexual,,Sí,201-500,Otras industrias,8,6,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Viáticos","Larraín Vial, CODELCO"
Hombre,26,Chile,,Santiago,,,,,,,,,,,,,,,,,2,2,2,5,Universitario,Completado,Ingeniería en Telecomunicaciones,DuocUC,No,No,No,Encargado de Soporte,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,Windows,Android,No,0,Neto,Full-Time,732,560,,2,2,No,No recibo bono,No,0,0,En mi trabajo actual,Bisexual o queer,,,501-1000,Otras industrias,6,10,Stock options / RSUs,
Hombre,32,Chile,,Santiago,,,,,,,,,,,,,,,,,6,4,2,4,Universitario,Completado,Ingeniería en Computación,universidad catolica del norte,"Sí, de forma particular",No,No,Technical Leader,"Azure, VMWare, Windows Server",".NET, C#, VBA",Angular,Microsoft SQL Server,TFS,Notepad++,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,2500000,2000000,,2,2,De uno a tres sueldos,Performance de la compañía,Uno,0.8,1,Jamás,Heterosexual,,,51-100,Servicios / Consultoría de Software / Digital,10,7,"Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",
Hombre,38,Chile,,Santiago,,,,,,,,,,,,,,,,,15,9,7,0,Universitario,Incompleto,Ingeniería en Informática,st,No,Sí,No,SysAdmin / DevOps / SRE,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless, virtualización en general","Bash/Shell, Go, PHP, Python, SQL",Ninguno de los anteriores,"ElasticSearch, Google Cloud Storage, MariaDB, MongoDB, MySQL, Percona XtraBackup, Percona XtraDB Cluster, Percona Server, PostgreSQL, Redis, Sybase","Postman, SoapUI","Vim, Visual Studio Code",GNU/Linux,Android,"Sí, pasiva",250,Bruto,Full-Time,2200000,1500000,,1,2,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,11-50,Producto basado en Software,6,10,nada,"ni idea, esta todo mal"
Hombre,28,Chile,,Santiago,,,,,,,,,,,,,,,,,5,0,0,0,Universitario,Completado,Analista de Computación,Duoc uc,No,No,No,Soporte,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,MySQL,Ninguna de las anteriores,Notepad++,Windows,Android,No,0,Neto,Full-Time,750,600,,3,4,No,No recibo bono,No,00,0,Jamás,Heterosexual,Visual,No,51-100,Otras industrias,7,10,"Comidas pagas / subvencionadas, Horarios flexibles",Accenture
Hombre,39,Chile,,Santiago,,,,,,,,,,,,,,,,,13,5,5,0,Universitario,Completado,Diseño Multimedial,UNAB - Universidad Andrés Bello,"Sí, de forma particular",No,No,UX,Ninguna de las anteriores,"CSS, HTML",Bootstrap,Ninguna de las anteriores,Ninguna de las anteriores,Sublime Text,macOS,iOS,No,0,Porcentaje de mi sueldo,Full-Time,2994865,2450630,,4,4,No,No recibo bono,Uno,0,0,En un trabajo anterior,Heterosexual,,,10001+,Servicios / Consultoría de Software / Digital,10,8,"Abono de Internet, Capacitaciones y/o cursos, Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida",
Hombre,39,Chile,,Santiago,,,,,,,,,,,,,,,,,10,6,6,0,Terciario,Completado,Ingeniería en Sistemas de Información,Duoc UC - Chile,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Infosec,"Docker, HP-UX, Linux, Mainframe, OpenShift, OpenStack, Solaris, VMWare, Windows Server","Bash/Shell, Javascript, PHP, Python, SQL, TypeScript","Angular, Bootstrap, Flask, Vue.js","Cassandra, ElasticSearch, MariaDB, Microsoft SQL Server, MongoDB, MySQL, Oracle, PostgreSQL, Sybase",Ninguna de las anteriores,"Notepad++, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,1250000,950000,,1,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,2001-5000,Otras industrias,6,7,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Mercado Pago, Clarín 365, Club La Nación, etc)",
Hombre,35,Chile,,Santiago,,,,,,,,,,,,,,,,,10,4,4,30,Universitario,Completado,Ingeniería en Informática,UCSC chile,No,Sí,Sí,Technical Leader,"Docker, Kubernetes, Linux, OpenStack","CSS, Javascript, PHP, Python, SQL","Bootstrap, CodeIgniter, Django, Flask, jQuery, Laravel, Vue.js, react, magento","Amazon RDS/Aurora, ElasticSearch, MariaDB, MongoDB, MySQL, Percona Server, ProxySQL",PHPUnit,"PHPStorm, Vi, Vim, Visual Studio Code",GNU/Linux,Android,No,0,Bruto,Full-Time,3300000,3000000,,4,4,No,No recibo bono,No,0,1,Jamás,Heterosexual,ninguna,No,11-50,Servicios / Consultoría de Software / Digital,10,10,"Capacitaciones y/o cursos, Horarios flexibles",N/A
Hombre,36,Chile,,Santiago,,,,,,,,,,,,,,,,,19,7,6,1,Terciario,Completado,Tecnicatura en Computación,,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Technical Leader,"Linux, VMWare, Windows Server","C++, HTML, Java, Javascript, Python",SAP,"MariaDB, MySQL",Ninguna de las anteriores,Notepad++,Windows,Android,"Sí, activa",0,Bruto,Full-Time,1200000,1000000,Mi sueldo está dolarizado,1,2,Menos de un sueldo,Mix de las anteriores,No,0,0,En mi trabajo actual,Heterosexual,,,1-10,Producto basado en Software,5,5,"Abono de celular, Comidas pagas / subvencionadas, Horarios flexibles, Viáticos",
Mujer,25,Chile,,Santiago,,,,,,,,,,,,,,,,,2.5,0,2,0,Universitario,Incompleto,Ingeniería en Informática,Inacap,"Sí, de forma particular",No,Sí,Developer,"Docker, Google Cloud Platform/App Engine, Kubernetes, Linux","Go, Java, Javascript",Node.js,"ElasticSearch, MongoDB, PostgreSQL",SoapUI,"Nano, Vi, Visual Studio Code",macOS,Android,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),1600000,1400000,,2,4,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,Sí,10001+,Producto basado en Software,10,6,Ninguna de las anteriores,Falabella
Hombre,24,Chile,,Concepción,,,,,,,,,,,,,,,,,1,1,1,0,Universitario,Completado,Ingeniería en Informática,Universidad del Bío Bío,No,No,Sí,Developer,"Docker, Linux","HTML, Javascript, PHP, SQL, Powerbuilder",jQuery,Microsoft SQL Server,Ninguna de las anteriores,"Sublime Text, Visual Studio Code",GNU/Linux,Android,No,0,Neto,Full-Time,900000,803250,,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,5001-10000,Otras industrias,8,7,Vacaciones según calendario académico de universidad,
Hombre,28,Colombia,,,Medellín,,,,,,,,,,,,,,,,6,0,0,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,Politécnico Colombiano Jaime Isaza Cadavid,No,No,No,Developer,Linux,"CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, WordPress","MariaDB, MySQL",Ninguna de las anteriores,Visual Studio Code,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,3500000,3220000,,3,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,11-50,Producto basado en Software,8,8,"Estacionamiento gratuito / subvencionado, Sueldo divido en dos pagos por mes","Globant, Gorilla Logic, Wolox, Softka"
Hombre,24,Colombia,,,Medellín,,,,,,,,,,,,,,,,1,0,0,0,Universitario,En curso,Ingeniería en Informática,Unal,No,No,No,QA / Tester,Azure,"C#, Javascript",Ninguno de los anteriores,Ninguna de las anteriores,Katalon,"Notepad++, Visual Studio",Windows,Android,No,0,Neto,Tercerizado (trabajo a través de consultora o agencia),870000,870000,,1,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,Ninguno,No,2001-5000,Producto basado en Software,10,10,Ninguna de las anteriores,
